,header,line,caption,tag,normed,,
9099,p136c2,ir desaseado,13.6. Higiene,CERE::c2::p136,a ir desaseado,13.6. Hygiene --- To go unleashed, To go unleashed
9100,p136c2,estar dejado,13.6. Higiene,CERE::c2::p136,a estar dejado,13.6. Hygiene --- To be left, To be left
9101,p136c2,andar desaliñado,13.6. Higiene,CERE::c2::p136,a andar desaliñado,13.6. Hygiene --- To walk disheveled, To walk disheveled
9102,p136c2,estar zarrapastroso,13.6. Higiene,CERE::c2::p136,a estar zarrapastroso,13.6. Hygiene --- To be zarrapastroso, To be zarrapastroso
9103,p137c2,cutáneo,13.7. Estética,CERE::c2::p137,cutáneo,13.7. Aesthetics --- Cutaneous, Cutaneous
9104,p137c2,michelines,13.7. Estética,CERE::c2::p137,michelines,13.7. Aesthetics --- Michelines, Michelines
9105,p137c2,pelo ensortijado,13.7. Estética,CERE::c2::p137,pelo ensortijado,13.7. Aesthetics --- Ensorticed Hair, Ensorticed Hair
9106,p137c2,pelo encrespado,13.7. Estética,CERE::c2::p137,pelo encrespado,13.7. Aesthetics --- Free hair, Free hair
9107,p137c2,cutis,13.7. Estética,CERE::c2::p137,cutis,13.7. Aesthetics --- Cutis, Cutis
9108,p137c2,capilar,13.7. Estética,CERE::c2::p137,a capilar,13.7. Aesthetics --- To capillary, To capillary
9109,p137c2,emperifollarse,13.7. Estética,CERE::c2::p137,a emperifollarse,13.7. Aesthetics --- To Emperifolate, To Emperifolate
9110,p137c2,acicalarse,13.7. Estética,CERE::c2::p137,a acicalarse,13.7. Aesthetics --- To groom, To groom
9111,p137c2,alisar la piel,13.7. Estética,CERE::c2::p137,a alisar la piel,13.7. Aesthetics --- Alisar the skin, Alisar the skin
9112,p137c2,nutrir la piel,13.7. Estética,CERE::c2::p137,a nutrir la piel,13.7. Aesthetics --- To nurture the skin, To nurture the skin
9113,p137c2,hidratar la piel,13.7. Estética,CERE::c2::p137,a hidratar la piel,13.7. Aesthetics --- To hydrate the skin, To hydrate the skin
9114,p137c2,exfoliar la piel,13.7. Estética,CERE::c2::p137,a exfoliar la piel,13.7. Aesthetics --- To exfoliate the skin, To exfoliate the skin
9115,p137c2,reafirmar la piel,13.7. Estética,CERE::c2::p137,a reafirmar la piel,13.7. Aesthetics --- To reaffirm the skin, To reaffirm the skin
9116,p137c2,darse potingues,13.7. Estética,CERE::c2::p137,a darse potingues,13.7. Aesthetics --- To give Potingues, To give Potingues
9117,p137c2,soltarse el pelo,13.7. Estética,CERE::c2::p137,a soltarse el pelo,13.7. Aesthetics --- To let go of hair, To let go of hair
9118,p137c2,rizarse el pelo,13.7. Estética,CERE::c2::p137,a rizarse el pelo,13.7. Aesthetics --- To scratch hair, To scratch hair
9119,p137c2,alisarse el pelo,13.7. Estética,CERE::c2::p137,a alisarse el pelo,13.7. Aesthetics --- To smoothed hair, To smoothed hair
9120,p137c2,masajear,13.7. Estética,CERE::c2::p137,a masajear,13.7. Aesthetics --- To massage, To massage
9121,p137c2,patas de gallo,13.7. Estética,CERE::c2::p137,patas de gallo,13.7. Aesthetics --- rooster legs, rooster legs
9122,p137c2,tez,13.7. Estética,CERE::c2::p137,tez,13.7. Aesthetics --- Tez, Tez
9123,p141c2,navaja multiuso,14.1. Viajes,CERE::c2::p141,navaja multiuso,14.1. Travel --- Multipurpose razor, Multipurpose razor
9124,p141c2,viajar ligero de equipaje,14.1. Viajes,CERE::c2::p141,a viajar ligero de equipaje,14.1. Travel --- To travel light luggage, To travel light luggage
9125,p141c2,bolsa isotérmica,14.1. Viajes,CERE::c2::p141,bolsa isotérmica,14.1. Travel --- isothermal bag, isothermal bag
9126,p141c2,macuto,14.1. Viajes,CERE::c2::p141,macuto,14.1. Travel --- Macuto, Macuto
9127,p141c2,viajar con lo puesto,14.1. Viajes,CERE::c2::p141,a viajar con lo puesto,14.1. Travel --- To travel with what, To travel with what
9128,p142c2,saco de plumas,14.2. Alojamiento,CERE::c2::p142,saco de plumas,14.2. Accommodation --- feathers bag, feathers bag
9129,p142c2,saco de alta montaña,14.2. Alojamiento,CERE::c2::p142,saco de alta montaña,14.2. Accommodation --- High mountain bag, High mountain bag
9130,p142c2,mozo,14.2. Alojamiento,CERE::c2::p142,mozo,14.2. Accommodation --- Mozo, Mozo
9131,p142c2,hospedaje,14.2. Alojamiento,CERE::c2::p142,hospedaje,14.2. Accommodation --- lodging, lodging
9132,p142c2,botones,14.2. Alojamiento,CERE::c2::p142,botones,14.2. Accommodation --- buttons, buttons
9133,p142c2,hospedería,14.2. Alojamiento,CERE::c2::p142,hospedería,14.2. Accommodation --- Host, Host
9134,p142c2,ascensorista,14.2. Alojamiento,CERE::c2::p142,ascensorista,14.2. Accommodation --- elevatorist, elevatorist
9135,p143c2,pavimentar,14.3. Sistema de transporte,CERE::c2::p143,a pavimentar,14.3. Transport system --- To pave, To pave
9136,p143c2,estrechar,14.3. Sistema de transporte,CERE::c2::p143,a estrechar,14.3. Transport system --- to narrow, to narrow
9137,p143c2,asfaltar,14.3. Sistema de transporte,CERE::c2::p143,a asfaltar,14.3. Transport system --- To asphalt, To asphalt
9138,p143c2,confluir,14.3. Sistema de transporte,CERE::c2::p143,a confluir,14.3. Transport system --- To come together, To come together
9139,p143c2,enlazar,14.3. Sistema de transporte,CERE::c2::p143,a enlazar,14.3. Transport system --- To link, To link
9140,p143c2,bifurcarse,14.3. Sistema de transporte,CERE::c2::p143,a bifurcarse,14.3. Transport system --- To bifurcate, To bifurcate
9141,p143c2,dársena,14.3. Sistema de transporte,CERE::c2::p143,dársena,14.3. Transport System --- Dársena, Dársena
9142,p143c2,armador,14.3. Sistema de transporte,CERE::c2::p143,armador,14.3. Transport System --- Warden, Warden
9143,p143c2,carguero,14.3. Sistema de transporte,CERE::c2::p143,carguero,14.3. Transport system --- loading, loading
9144,p143c2,aduanero,14.3. Sistema de transporte,CERE::c2::p143,aduanero,14.3. Transport system --- Customs, Customs
9145,p143c2,vía muerta,14.3. Sistema de transporte,CERE::c2::p143,vía muerta,14.3. Transport system --- Dead via, Dead via
9146,p143c2,vía estrecha,14.3. Sistema de transporte,CERE::c2::p143,vía estrecha,14.3. Transport system --- narrow via, narrow via
9147,p143c2,naviero,14.3. Sistema de transporte,CERE::c2::p143,naviero,14.3. Transport System --- Naviero, Naviero
9148,p143c2,vía secundaria,14.3. Sistema de transporte,CERE::c2::p143,vía secundaria,14.3. Transport system --- Secondary route, Secondary route
9149,p143c2,vía de alta velocidad,14.3. Sistema de transporte,CERE::c2::p143,vía de alta velocidad,14.3. Transport system --- High speed route, High speed route
9150,p143c2,pavimento,14.3. Sistema de transporte,CERE::c2::p143,pavimento,14.3. Transport System --- Pavement, Pavement
9151,p143c2,firme,14.3. Sistema de transporte,CERE::c2::p143,firme,14.3. Transport System --- Firm, Firm
9152,p143c2,camino,14.3. Sistema de transporte,CERE::c2::p143,camino,14.3. Transport system --- Road, Road
9153,p143c2,quitamiedos,14.3. Sistema de transporte,CERE::c2::p143,quitamiedos,14.3. Transport system --- Quitamiedos, Quitamiedos
9154,p143c2,calzada,14.3. Sistema de transporte,CERE::c2::p143,calzada,14.3. Transport system --- Calzada, Calzada
9155,p143c2,estrechamiento de calzada,14.3. Sistema de transporte,CERE::c2::p143,estrechamiento de calzada,14.3. Transport system --- Calzada narrowing, Calzada narrowing
9156,p143c2,escalón lateral,14.3. Sistema de transporte,CERE::c2::p143,escalón lateral,14.3. Transport system --- lateral step, lateral step
9157,p143c2,firme deslizante,14.3. Sistema de transporte,CERE::c2::p143,firme deslizante,14.3. Transport system --- sliding firm, sliding firm
9158,p143c2,vía principal,14.3. Sistema de transporte,CERE::c2::p143,vía principal,14.3. Transport System --- Main Via, Main Via
9159,p143c2,cuneta,14.3. Sistema de transporte,CERE::c2::p143,cuneta,14.3. Transport system --- gutter, gutter
9160,p151c2,época de vacas flacas,15.1. Finanzas y bolsa,CERE::c2::p151,época de vacas flacas,15.1. Finance and Bag --- Emime of Skinny Cows, Emime of Skinny Cows
9161,p151c2,suministrar,15.1. Finanzas y bolsa,CERE::c2::p151,a suministrar,15.1. Finance and bag --- to supply, to supply
9162,p151c2,fiar,15.1. Finanzas y bolsa,CERE::c2::p151,a fiar,15.1. Finance and Bag --- To trust, To trust
9163,p151c2,avalar,15.1. Finanzas y bolsa,CERE::c2::p151,a avalar,15.1. Finance and Bag --- To guarantee, To guarantee
9164,p151c2,tasar,15.1. Finanzas y bolsa,CERE::c2::p151,a tasar,15.1. Finance and Bag --- A Tasar, A Tasar
9165,p151c2,época de vacas gordas,15.1. Finanzas y bolsa,CERE::c2::p151,época de vacas gordas,15.1. Finance and Bag --- Gordas cows era, Gordas cows era
9166,p151c2,talón,15.1. Finanzas y bolsa,CERE::c2::p151,talón,15.1. Finance and Bag --- Heel, Heel
9167,p151c2,malversación (de fondos),15.1. Finanzas y bolsa,CERE::c2::p151,malversación (de fondos),15.1. Finance and Bag --- Malversation (funds), Malversation (funds)
9168,p151c2,déficit monetario,15.1. Finanzas y bolsa,CERE::c2::p151,déficit monetario,15.1. Finance and Bag --- Monetary Deficit, Monetary Deficit
9169,p151c2,déficit financiero,15.1. Finanzas y bolsa,CERE::c2::p151,déficit financiero,15.1. Finance and Bag --- Financial Deficit, Financial Deficit
9170,p151c2,suspensión de pagos,15.1. Finanzas y bolsa,CERE::c2::p151,suspensión de pagos,15.1. Finance and Bag --- Payment suspension, Payment suspension
9171,p151c2,empeñarse,15.1. Finanzas y bolsa,CERE::c2::p151,a empeñarse,15.1. Finance and Bag --- to strive, to strive
9172,p151c2,letra,15.1. Finanzas y bolsa,CERE::c2::p151,letra,15.1. Finance and Bag --- Letter, Letter
9173,p151c2,dinero contante y sonante,15.1. Finanzas y bolsa,CERE::c2::p151,dinero contante y sonante,15.1. Finance and Bag --- Count and sound money, Count and sound money
9174,p151c2,economizar,15.1. Finanzas y bolsa,CERE::c2::p151,a economizar,15.1. Finance and Bag --- To economize, To economize
9175,p151c2,embargar una cuenta bancaria,15.1. Finanzas y bolsa,CERE::c2::p151,a embargar una cuenta bancaria,15.1. Finance and Bag --- to seize a bank account, to seize a bank account
9176,p151c2,tener liquidez,15.1. Finanzas y bolsa,CERE::c2::p151,a tener liquidez,15.1. Finance and Bag --- To have liquidity, To have liquidity
9177,p151c2,demostrar solvencia,15.1. Finanzas y bolsa,CERE::c2::p151,a demostrar solvencia,15.1. Finance and Bag --- To demonstrate solvency, To demonstrate solvency
9178,p151c2,declararse insolvente,15.1. Finanzas y bolsa,CERE::c2::p151,a declararse insolvente,15.1. Finance and Bag --- To declare yourself insolvent, To declare yourself insolvent
9179,p151c2,despilfarrar el dinero,15.1. Finanzas y bolsa,CERE::c2::p151,a despilfarrar el dinero,15.1. Finance and Bag --- To waste money, To waste money
9180,p151c2,derrochar el dinero,15.1. Finanzas y bolsa,CERE::c2::p151,a derrochar el dinero,15.1. Finance and Bag --- To waste money, To waste money
9181,p151c2,fundirse el dinero,15.1. Finanzas y bolsa,CERE::c2::p151,a fundirse el dinero,15.1. Finance and Bag --- To melt the money, To melt the money
9182,p151c2,embargar unos bienes,15.1. Finanzas y bolsa,CERE::c2::p151,a embargar unos bienes,15.1. Finance and Bag --- to seize goods, to seize goods
9183,p151c2,embargar una propiedad,15.1. Finanzas y bolsa,CERE::c2::p151,a embargar una propiedad,15.1. Finance and Bag --- to seize a property, to seize a property
9184,p151c2,andar sobrado de dinero,15.1. Finanzas y bolsa,CERE::c2::p151,a andar sobrado de dinero,15.1. Finance and Bag --- To walk over money, To walk over money
9185,p151c2,andar bien de dinero,15.1. Finanzas y bolsa,CERE::c2::p151,a andar bien de dinero,15.1. Finance and Bag --- To walk well with money, To walk well with money
9186,p151c2,andar mal de dinero,15.1. Finanzas y bolsa,CERE::c2::p151,a andar mal de dinero,15.1. Finance and Bag --- To walk bad money, To walk bad money
9187,p151c2,estar sin un duro,15.1. Finanzas y bolsa,CERE::c2::p151,a estar sin un duro,15.1. Finance and Bag --- To be without a hard, To be without a hard
9188,p151c2,estar sin un céntimo,15.1. Finanzas y bolsa,CERE::c2::p151,a estar sin un céntimo,15.1. Finance and Bag --- To be without a cent, To be without a cent
9189,p151c2,tesoro público,15.1. Finanzas y bolsa,CERE::c2::p151,tesoro público,15.1. Finance and Bag --- Public Treasure, Public Treasure
9190,p151c2,apretarse el cinturón,15.1. Finanzas y bolsa,CERE::c2::p151,a apretarse el cinturón,15.1. Finance and Bag --- to tighten your belt, to tighten your belt
9191,p151c2,capital,15.1. Finanzas y bolsa,CERE::c2::p151,capital,15.1. Finance and Bag --- Capital, Capital
9192,p151c2,bancarrota,15.1. Finanzas y bolsa,CERE::c2::p151,bancarrota,15.1. Finance and Bag --- Banking, Banking
9193,p151c2,estar sin blanca,15.1. Finanzas y bolsa,CERE::c2::p151,a estar sin blanca,15.1. Finance and Bag --- To be without white, To be without white
9194,p151c2,depresión,15.1. Finanzas y bolsa,CERE::c2::p151,depresión,15.1. Finance and Bag --- Depression, Depression
9195,p151c2,recesión,15.1. Finanzas y bolsa,CERE::c2::p151,recesión,15.1. Finance and Bag --- Recession, Recession
9196,p151c2,domiciliación,15.1. Finanzas y bolsa,CERE::c2::p151,domiciliación,15.1. Finance and Bag --- Domiciliation, Domiciliation
9197,p151c2,crédito,15.1. Finanzas y bolsa,CERE::c2::p151,crédito,15.1. Finance and Bag --- Credit, Credit
9198,p151c2,prestamista,15.1. Finanzas y bolsa,CERE::c2::p151,prestamista,15.1. Finance and Bag --- Prestamista, Prestamista
9199,p151c2,avalista,15.1. Finanzas y bolsa,CERE::c2::p151,avalista,15.1. Finance and Bag --- Avalist, Avalist
9200,p151c2,aval,15.1. Finanzas y bolsa,CERE::c2::p151,aval,15.1. Finance and Bag --- Aval, Aval
9201,p151c2,garantía,15.1. Finanzas y bolsa,CERE::c2::p151,garantía,15.1. Finance and Bag --- Guarantee, Guarantee
9202,p151c2,fianza,15.1. Finanzas y bolsa,CERE::c2::p151,fianza,15.1. Finance and Bag --- bail, bail
9203,p151c2,cuota,15.1. Finanzas y bolsa,CERE::c2::p151,cuota,15.1. Finance and Bag --- quota, quota
9204,p151c2,indigencia,15.1. Finanzas y bolsa,CERE::c2::p151,indigencia,15.1. Finance and Bag --- Indigence, Indigence
9205,p151c2,estrechez,15.1. Finanzas y bolsa,CERE::c2::p151,estrechez,15.1. Finance and Bag --- narrowness, narrowness
9206,p151c2,carencia,15.1. Finanzas y bolsa,CERE::c2::p151,carencia,15.1. Finance and Bag --- Lack, Lack
9207,p151c2,holgura,15.1. Finanzas y bolsa,CERE::c2::p151,holgura,15.1. Finance and bag --- slack, slack
9208,p151c2,opulencia,15.1. Finanzas y bolsa,CERE::c2::p151,opulencia,15.1. Finance and Bag --- Opulence, Opulence
9209,p151c2,bonanza,15.1. Finanzas y bolsa,CERE::c2::p151,bonanza,15.1. Finance and Bag --- Bonanza, Bonanza
9210,p151c2,acomodo,15.1. Finanzas y bolsa,CERE::c2::p151,acomodo,15.1. Finance and bag --- accommodation, accommodation
9211,p151c2,monopolio,15.1. Finanzas y bolsa,CERE::c2::p151,monopolio,15.1. Finance and Bag --- Monopoly, Monopoly
9212,p151c2,privatización,15.1. Finanzas y bolsa,CERE::c2::p151,privatización,15.1. Finance and Bag --- Privatization, Privatization
9213,p151c2,desembolso,15.1. Finanzas y bolsa,CERE::c2::p151,desembolso,15.1. Finance and Bag --- Disbursement, Disbursement
9214,p151c2,fusión,15.1. Finanzas y bolsa,CERE::c2::p151,fusión,15.1. Finance and Bag --- Fusion, Fusion
9215,p151c2,especulación,15.1. Finanzas y bolsa,CERE::c2::p151,especulación,15.1. Finance and Bag --- Speculation, Speculation
9216,p151c2,finanzas,15.1. Finanzas y bolsa,CERE::c2::p151,finanzas,15.1. Finance and Bag --- Finance, Finance
9217,p151c2,absorción,15.1. Finanzas y bolsa,CERE::c2::p151,absorción,15.1. Finance and Bag --- Absorption, Absorption
9218,p152c2,tributo,15.2. Renta,CERE::c2::p152,tributo,15.2. Income --- Tribute, Tribute
9219,p152c2,paraíso fiscal,15.2. Renta,CERE::c2::p152,paraíso fiscal,15.2. Rent --- fiscal paradise, fiscal paradise
9220,p152c2,rendimiento del capital,15.2. Renta,CERE::c2::p152,rendimiento del capital,15.2. Rent --- capital yield, capital yield
9221,p152c2,rendimiento neto,15.2. Renta,CERE::c2::p152,rendimiento neto,15.2. Rent --- net yield, net yield
9222,p152c2,ingresos íntegros,15.2. Renta,CERE::c2::p152,ingresos íntegros,15.2. Rent --- full income, full income
9223,p152c2,deducir,15.2. Renta,CERE::c2::p152,a deducir,15.2. Rent --- to deduce, to deduce
9224,p152c2,desgravar,15.2. Renta,CERE::c2::p152,a desgravar,15.2. Rent --- To deduct, To deduct
9225,p152c2,pagar la contribución,15.2. Renta,CERE::c2::p152,a pagar la contribución,15.2. Rent --- to pay the contribution, to pay the contribution
9226,p152c2,contribuir,15.2. Renta,CERE::c2::p152,a contribuir,15.2. Rent --- to contribute, to contribute
9227,p152c2,arancel,15.2. Renta,CERE::c2::p152,arancel,15.2. Rent --- tariff, tariff
9228,p152c2,Agencia Tributaria,15.2. Renta,CERE::c2::p152,Agencia Tributaria,15.2. Rent --- Tax Agency, Tax Agency
9229,p153c2,letra (de cambio),15.3. Comercio,CERE::c2::p153,letra (de cambio),15.3. Commerce --- Letter (exchange), Letter (exchange)
9230,p153c2,póliza,15.3. Comercio,CERE::c2::p153,póliza,15.3. Commerce --- Policy, Policy
9231,p153c2,escritura,15.3. Comercio,CERE::c2::p153,escritura,15.3. Commerce --- Writing, Writing
9232,p153c2,título de propiedad,15.3. Comercio,CERE::c2::p153,título de propiedad,15.3. Commerce --- Property Title, Property Title
9233,p153c2,patente,15.3. Comercio,CERE::c2::p153,patente,15.3. Commerce --- patent, patent
9234,p153c2,moroso,15.3. Comercio,CERE::c2::p153,moroso,15.3. Commerce --- Mooring, Mooring
9235,p153c2,extracto de cuenta,15.3. Comercio,CERE::c2::p153,extracto de cuenta,15.3. Commerce --- Account extract, Account extract
9236,p153c2,albarán,15.3. Comercio,CERE::c2::p153,albarán,15.3. Commerce --- Albarán, Albarán
9237,p153c2,minorista,15.3. Comercio,CERE::c2::p153,minorista,15.3. Retail commerce,#VALUE!
9238,p153c2,trapicheo,15.3. Comercio,CERE::c2::p153,trapicheo,15.3. Commerce --- Trapicheo, Trapicheo
9239,p153c2,género,15.3. Comercio,CERE::c2::p153,género,15.3. Commerce --- Gender, Gender
9240,p153c2,partida,15.3. Comercio,CERE::c2::p153,partida,15.3. Commerce --- Item, Item
9241,p153c2,transacción,15.3. Comercio,CERE::c2::p153,transacción,15.3. Commerce --- Transaction, Transaction
9242,p153c2,trueque,15.3. Comercio,CERE::c2::p153,trueque,15.3. Commerce --- barter, barter
9243,p153c2,acreedor,15.3. Comercio,CERE::c2::p153,acreedor,15.3. Commerce --- creditor, creditor
9244,p153c2,venta ambulante,15.3. Comercio,CERE::c2::p153,venta ambulante,15.3. Commerce --- Ambulant sale, Ambulant sale
9245,p153c2,mayorista,15.3. Comercio,CERE::c2::p153,mayorista,15.3. Wholesale trade,#VALUE!
9246,p153c2,chanchullo,15.3. Comercio,CERE::c2::p153,chanchullo,15.3. Commerce --- Chanchullo, Chanchullo
9247,p153c2,intermediario,15.3. Comercio,CERE::c2::p153,intermediario,15.3. Commerce --- Intermediary, Intermediary
9248,p153c2,afrontar una deuda,15.3. Comercio,CERE::c2::p153,a afrontar una deuda,15.3. Commerce --- To face a debt, To face a debt
